journal,year,issue,title,path
管理世界,2022,1,面向大数据管理决策的知识关联分析与知识大图构建_洪亮__,管理世界/管理世界2022年/管理世界2022年1期/面向大数据管理决策的知识关联分析与知识大图构建_洪亮__.pdf
管理世界,2022,2,2,管理世界/管理世界2022年/管理世界2022年2期/2.pdf
管理世界,2022,2,“义利并重”：中国古典企业...基于晋商乔家字号的案例研究_胡国栋,管理世界/管理世界2022年/管理世界2022年2期/“义利并重”：中国古典企业...基于晋商乔家字号的案例研究_胡国栋.pdf
管理世界,2022,2,中国贫困治理经验总结：扶贫政策能够实现有效增收吗？_罗良清,管理世界/管理世界2022年/管理世界2022年2期/中国贫困治理经验总结：扶贫政策能够实现有效增收吗？_罗良清.pdf
管理世界,2022,2,从分配迈向治理——均衡性转...付与基本公共服务均等化感知_缪小林,管理世界/管理世界2022年/管理世界2022年2期/从分配迈向治理——均衡性转...付与基本公共服务均等化感知_缪小林.pdf
管理世界,2022,2,党的基本纲领的政治经济学分...的十九届六中全会精神的体会_刘伟,管理世界/管理世界2022年/管理世界2022年2期/党的基本纲领的政治经济学分...的十九届六中全会精神的体会_刘伟.pdf
管理世界,2022,2,内层网络情境下孵化平台如何实现资源联动？_李梦雅,管理世界/管理世界2022年/管理世界2022年2期/内层网络情境下孵化平台如何实现资源联动？_李梦雅.pdf
管理世界,2022,2,包容审慎监管：论新基建监管框架构建的过渡性和开放性_胡仙芝,管理世界/管理世界2022年/管理世界2022年2期/包容审慎监管：论新基建监管框架构建的过渡性和开放性_胡仙芝.pdf
管理世界,2022,2,在线劳动平台算法管理：理论探索与研究展望_刘善仕,管理世界/管理世界2022年/管理世界2022年2期/在线劳动平台算法管理：理论探索与研究展望_刘善仕.pdf
管理世界,2022,2,如何破解农地流转的需求困境...以发展新型农业经营主体为例_李江一,管理世界/管理世界2022年/管理世界2022年2期/如何破解农地流转的需求困境...以发展新型农业经营主体为例_李江一.pdf
管理世界,2022,2,我国地方人大预算监督评价：理论、指标及应用_樊丽明,管理世界/管理世界2022年/管理世界2022年2期/我国地方人大预算监督评价：理论、指标及应用_樊丽明.pdf
管理世界,2022,2,数字经济理论体系与研究展望_陈晓红,管理世界/管理世界2022年/管理世界2022年2期/数字经济理论体系与研究展望_陈晓红.pdf
管理世界,2022,2,数据资产统计与核算问题研究_许宪春,管理世界/管理世界2022年/管理世界2022年2期/数据资产统计与核算问题研究_许宪春.pdf
管理世界,2022,2,社会化媒体赋能的顾客共创体...多维度结构与多层次影响效应_张洪,管理世界/管理世界2022年/管理世界2022年2期/社会化媒体赋能的顾客共创体...多维度结构与多层次影响效应_张洪.pdf
管理世界,2022,2,经济结构调整、绿色技术进步...空间溢出效应视角的经验考察_邵帅,管理世界/管理世界2022年/管理世界2022年2期/经济结构调整、绿色技术进步...空间溢出效应视角的经验考察_邵帅.pdf
管理世界,2022,2,零工经济对创业的影响——以外卖平台的兴起为例_莫怡青,管理世界/管理世界2022年/管理世界2022年2期/零工经济对创业的影响——以外卖平台的兴起为例_莫怡青.pdf
管理世界,2022,3,3,管理世界/管理世界2022年/管理世界2022年3期/3.pdf
管理世界,2022,3,中国投资者的股票出售行为画像——处置效应研究新进展_陆蓉,管理世界/管理世界2022年/管理世界2022年3期/中国投资者的股票出售行为画像——处置效应研究新进展_陆蓉.pdf
管理世界,2022,3,中国科技体制改革中的组织身份变革_肖咪咪,管理世界/管理世界2022年/管理世界2022年3期/中国科技体制改革中的组织身份变革_肖咪咪.pdf
管理世界,2022,3,从价值交易走向价值共创：创新型企业的价值转型过程研究_李树文,管理世界/管理世界2022年/管理世界2022年3期/从价值交易走向价值共创：创新型企业的价值转型过程研究_李树文.pdf
管理世界,2022,3,从复杂项目管理到复杂系统管...兴国际机场工程进度管理实践_乐云,管理世界/管理世界2022年/管理世界2022年3期/从复杂项目管理到复杂系统管...兴国际机场工程进度管理实践_乐云.pdf
管理世界,2022,3,从金融向实体：流动性风险的...业融资担保行业的多案例研究_谭智佳,管理世界/管理世界2022年/管理世界2022年3期/从金融向实体：流动性风险的...业融资担保行业的多案例研究_谭智佳.pdf
管理世界,2022,3,后发企业超越追赶的动态过程...区分理论视角的纵向案例研究_彭新敏,管理世界/管理世界2022年/管理世界2022年3期/后发企业超越追赶的动态过程...区分理论视角的纵向案例研究_彭新敏.pdf
管理世界,2022,3,基于复杂系统管理的重大工程...国典型长大桥梁工程决策为例_盛昭瀚,管理世界/管理世界2022年/管理世界2022年3期/基于复杂系统管理的重大工程...国典型长大桥梁工程决策为例_盛昭瀚.pdf
管理世界,2022,3,基于复杂系统管理范式的太湖饮用水安全治理研究_陈永泰,管理世界/管理世界2022年/管理世界2022年3期/基于复杂系统管理范式的太湖饮用水安全治理研究_陈永泰.pdf
管理世界,2022,3,战略人力资源管理策略如何影...基于员工情感反应视角的解释_尚航标,管理世界/管理世界2022年/管理世界2022年3期/战略人力资源管理策略如何影...基于员工情感反应视角的解释_尚航标.pdf
管理世界,2022,3,数字技术如何构建供应链金融网络信任关系？_宋华,管理世界/管理世界2022年/管理世界2022年3期/数字技术如何构建供应链金融网络信任关系？_宋华.pdf
管理世界,2022,3,新中国成立以来基本经济制度...成发展的理论逻辑与实践逻辑_王东京,管理世界/管理世界2022年/管理世界2022年3期/新中国成立以来基本经济制度...成发展的理论逻辑与实践逻辑_王东京.pdf
管理世界,2022,3,本土制造业企业如何在绿色创...于注意力基础观的多案例研究_解学梅,管理世界/管理世界2022年/管理世界2022年3期/本土制造业企业如何在绿色创...于注意力基础观的多案例研究_解学梅.pdf
管理世界,2022,3,适应新常态、面向市场主体的...以来我国宏观调控创新的认识_国务院发展研究中心“宏观调控创新”课题组,管理世界/管理世界2022年/管理世界2022年3期/适应新常态、面向市场主体的...以来我国宏观调控创新的认识_国务院发展研究中心“宏观调控创新”课题组.pdf
管理世界,2022,4,4,管理世界/管理世界2022年/管理世界2022年4期/4.pdf
管理世界,2022,4,中国人口红利与产业结构转型_颜色,管理世界/管理世界2022年/管理世界2022年4期/中国人口红利与产业结构转型_颜色.pdf
管理世界,2022,4,中小股东“人多势众”的治理...年度股东大会出席人数的考察_黄泽悦,管理世界/管理世界2022年/管理世界2022年4期/中小股东“人多势众”的治理...年度股东大会出席人数的考察_黄泽悦.pdf
管理世界,2022,4,分层次推进农民工市民化——...落、能落不愿落”的两难困境_程郁,管理世界/管理世界2022年/管理世界2022年4期/分层次推进农民工市民化——...落、能落不愿落”的两难困境_程郁.pdf
管理世界,2022,4,市场化改革提升了定价效率吗？——来自注册制的证据_赖黎,管理世界/管理世界2022年/管理世界2022年4期/市场化改革提升了定价效率吗？——来自注册制的证据_赖黎.pdf
管理世界,2022,4,打破刚性兑付能降低企业融资成本吗？_王茹婷,管理世界/管理世界2022年/管理世界2022年4期/打破刚性兑付能降低企业融资成本吗？_王茹婷.pdf
管理世界,2022,4,执行协商的政策效果：基于政策裁量与反馈模型的解释_赵静,管理世界/管理世界2022年/管理世界2022年4期/执行协商的政策效果：基于政策裁量与反馈模型的解释_赵静.pdf
管理世界,2022,4,提高“自给率”还是提升“主...政策模拟的粮食贸易体系研究_倪国华,管理世界/管理世界2022年/管理世界2022年4期/提高“自给率”还是提升“主...政策模拟的粮食贸易体系研究_倪国华.pdf
管理世界,2022,4,政策试验的议题属性与知识生...市土地使用权改革的案例分析_杨宏山,管理世界/管理世界2022年/管理世界2022年4期/政策试验的议题属性与知识生...市土地使用权改革的案例分析_杨宏山.pdf
管理世界,2022,4,数字时代信息嵌入式监管工具...场景模拟和监管工具设计实验_王建明,管理世界/管理世界2022年/管理世界2022年4期/数字时代信息嵌入式监管工具...场景模拟和监管工具设计实验_王建明.pdf
管理世界,2022,4,智能互联产品重塑企业边界研究：小米案例_曹鑫,管理世界/管理世界2022年/管理世界2022年4期/智能互联产品重塑企业边界研究：小米案例_曹鑫.pdf
管理世界,2022,4,机构投资与金融稳定——基于A股ETF套利交易的视角_姜富伟,管理世界/管理世界2022年/管理世界2022年4期/机构投资与金融稳定——基于A股ETF套利交易的视角_姜富伟.pdf
管理世界,2022,4,知识产权数据治理研究_董涛,管理世界/管理世界2022年/管理世界2022年4期/知识产权数据治理研究_董涛.pdf
管理世界,2022,4,神经营销ERP研究综述与展望_施卓敏,管理世界/管理世界2022年/管理世界2022年4期/神经营销ERP研究综述与展望_施卓敏.pdf
管理世界,2022,4,科创板IPO审核问询回复函与首发抑价_薛爽,管理世界/管理世界2022年/管理世界2022年4期/科创板IPO审核问询回复函与首发抑价_薛爽.pdf
管理世界,2022,4,算法责任：理论证成、全景画像与治理范式_肖红军,管理世界/管理世界2022年/管理世界2022年4期/算法责任：理论证成、全景画像与治理范式_肖红军.pdf
管理世界,2022,4,论中国式现代化的经济学维度_洪银兴,管理世界/管理世界2022年/管理世界2022年4期/论中国式现代化的经济学维度_洪银兴.pdf
管理世界,2022,5,5,管理世界/管理世界2022年/管理世界2022年5期/5.pdf
管理世界,2022,5,中国间接税的效率损失——基...产网络结构一般均衡模型方法_倪红福,管理世界/管理世界2022年/管理世界2022年5期/中国间接税的效率损失——基...产网络结构一般均衡模型方法_倪红福.pdf
管理世界,2022,5,从科层制组织到企业级生态系...——非预设性变革的过程研究_王冰,管理世界/管理世界2022年/管理世界2022年5期/从科层制组织到企业级生态系...——非预设性变革的过程研究_王冰.pdf
管理世界,2022,5,以国家治理体系和治理能力现...证和推进中国社会主义现代化_张来明,管理世界/管理世界2022年/管理世界2022年5期/以国家治理体系和治理能力现...证和推进中国社会主义现代化_张来明.pdf
管理世界,2022,5,企业并购依赖的缘由和后果：...础理论和成长压力理论的研究_陈仕华,管理世界/管理世界2022年/管理世界2022年5期/企业并购依赖的缘由和后果：...础理论和成长压力理论的研究_陈仕华.pdf
管理世界,2022,5,促进消费金融健康发展__助力释放消费潜力_张丽平,管理世界/管理世界2022年/管理世界2022年5期/促进消费金融健康发展__助力释放消费潜力_张丽平.pdf
管理世界,2022,5,党的百年生态文明建设基本历程及其人民观_黄承梁,管理世界/管理世界2022年/管理世界2022年5期/党的百年生态文明建设基本历程及其人民观_黄承梁.pdf
管理世界,2022,5,公有制印记与改制家族企业的内部社会责任_叶文平,管理世界/管理世界2022年/管理世界2022年5期/公有制印记与改制家族企业的内部社会责任_叶文平.pdf
管理世界,2022,5,关键核心技术突破与国产替代...飞智能语音技术纵向案例研究_胡登峰,管理世界/管理世界2022年/管理世界2022年5期/关键核心技术突破与国产替代...飞智能语音技术纵向案例研究_胡登峰.pdf
管理世界,2022,5,外部冲击下系统性金融风险的生成机制_方意,管理世界/管理世界2022年/管理世界2022年5期/外部冲击下系统性金融风险的生成机制_方意.pdf
管理世界,2022,5,大型国企发挥产业链链长职能...于特高压输电工程的案例研究_赵晶,管理世界/管理世界2022年/管理世界2022年5期/大型国企发挥产业链链长职能...于特高压输电工程的案例研究_赵晶.pdf
管理世界,2022,5,数字技术赋能实体经济转型发...彼特内生增长理论的分析框架_田秀娟,管理世界/管理世界2022年/管理世界2022年5期/数字技术赋能实体经济转型发...彼特内生增长理论的分析框架_田秀娟.pdf
管理世界,2022,5,数字经济、非农就业与社会分工_田鸽,管理世界/管理世界2022年/管理世界2022年5期/数字经济、非农就业与社会分工_田鸽.pdf
管理世界,2022,5,新时代我国人文社会科学期刊发展与评价_荆林波,管理世界/管理世界2022年/管理世界2022年5期/新时代我国人文社会科学期刊发展与评价_荆林波.pdf
管理世界,2022,5,统合治理：党建引领社会治理及其对网络治理的再定义_何艳玲,管理世界/管理世界2022年/管理世界2022年5期/统合治理：党建引领社会治理及其对网络治理的再定义_何艳玲.pdf
管理世界,2022,5,能源系统低碳转型中的挑战与...遇：车网融合消纳可再生能源_马少超,管理世界/管理世界2022年/管理世界2022年5期/能源系统低碳转型中的挑战与...遇：车网融合消纳可再生能源_马少超.pdf
管理世界,2022,5,转移成本视角下的大数据“杀熟”_甄艺凯,管理世界/管理世界2022年/管理世界2022年5期/转移成本视角下的大数据“杀熟”_甄艺凯.pdf
管理世界,2022,6,6,管理世界/管理世界2022年/管理世界2022年6期/6.pdf
管理世界,2022,6,中国情境下政策执行中的“松...S河流域治理政策的案例研究_崔晶,管理世界/管理世界2022年/管理世界2022年6期/中国情境下政策执行中的“松...S河流域治理政策的案例研究_崔晶.pdf
管理世界,2022,6,中国特色对口支援机制：成就、经验与价值_王禹澔,管理世界/管理世界2022年/管理世界2022年6期/中国特色对口支援机制：成就、经验与价值_王禹澔.pdf
管理世界,2022,6,多元研发模式对企业价值影响...基于光学制造隐形冠军的案例_俞彬,管理世界/管理世界2022年/管理世界2022年6期/多元研发模式对企业价值影响...基于光学制造隐形冠军的案例_俞彬.pdf
管理世界,2022,6,平台化如何助力制造企业跨越...于宗申集团的探索性案例研究_杜勇,管理世界/管理世界2022年/管理世界2022年6期/平台化如何助力制造企业跨越...于宗申集团的探索性案例研究_杜勇.pdf
管理世界,2022,6,建设中国经济学的科学生态体...经济学学科、学术和话语体系_刘伟,管理世界/管理世界2022年/管理世界2022年6期/建设中国经济学的科学生态体...经济学学科、学术和话语体系_刘伟.pdf
管理世界,2022,6,政策的漂移、转化和重叠——...国失业保险结余形成机制研究_刘军强,管理世界/管理世界2022年/管理世界2022年6期/政策的漂移、转化和重叠——...国失业保险结余形成机制研究_刘军强.pdf
管理世界,2022,6,数字经济时代下的公司治理研究：范式创新与实践前沿_陈德球,管理世界/管理世界2022年/管理世界2022年6期/数字经济时代下的公司治理研究：范式创新与实践前沿_陈德球.pdf
管理世界,2022,6,深入学习贯彻习近平总书记重...加快构建中国特色经济学体系_高培勇,管理世界/管理世界2022年/管理世界2022年6期/深入学习贯彻习近平总书记重...加快构建中国特色经济学体系_高培勇.pdf
管理世界,2022,6,用纵向案例研究讲好中国故事...、过程理论化与中西对话前景_王凤彬,管理世界/管理世界2022年/管理世界2022年6期/用纵向案例研究讲好中国故事...、过程理论化与中西对话前景_王凤彬.pdf
管理世界,2022,6,税收征管数字化升级与企业关联交易治理_刘慧龙,管理世界/管理世界2022年/管理世界2022年6期/税收征管数字化升级与企业关联交易治理_刘慧龙.pdf
管理世界,2022,6,绿色债券发行的溢出效应、作用机理及绩效研究_吴育辉,管理世界/管理世界2022年/管理世界2022年6期/绿色债券发行的溢出效应、作用机理及绩效研究_吴育辉.pdf
管理世界,2022,7,7,管理世界/管理世界2022年/管理世界2022年7期/7.pdf
管理世界,2022,7,两保合一对医疗费用的影响：基于单一支付者制度的视角_赖毅,管理世界/管理世界2022年/管理世界2022年7期/两保合一对医疗费用的影响：基于单一支付者制度的视角_赖毅.pdf
管理世界,2022,7,中国A股市场的“大单异象”研究_许泳昊,管理世界/管理世界2022年/管理世界2022年7期/中国A股市场的“大单异象”研究_许泳昊.pdf
管理世界,2022,7,中国退休制度设计：基于激励、保险和再分配效应的研究_张熠,管理世界/管理世界2022年/管理世界2022年7期/中国退休制度设计：基于激励、保险和再分配效应的研究_张熠.pdf
管理世界,2022,7,人工智能技术、任务属性与职...险：来自微观层面的经验证据_王林辉,管理世界/管理世界2022年/管理世界2022年7期/人工智能技术、任务属性与职...险：来自微观层面的经验证据_王林辉.pdf
管理世界,2022,7,企业并购如何影响绩效：基于中国工业企业并购视角_蒋冠宏,管理世界/管理世界2022年/管理世界2022年7期/企业并购如何影响绩效：基于中国工业企业并购视角_蒋冠宏.pdf
管理世界,2022,7,党的十八大以来我国文化产业发展的成就、经验与展望_顾江,管理世界/管理世界2022年/管理世界2022年7期/党的十八大以来我国文化产业发展的成就、经验与展望_顾江.pdf
管理世界,2022,7,党的十八大以来我国社会保障事业的成就与经验_刘晓梅,管理世界/管理世界2022年/管理世界2022年7期/党的十八大以来我国社会保障事业的成就与经验_刘晓梅.pdf
管理世界,2022,7,公共就业服务机构匹配效率及其地区差异_罗楚亮,管理世界/管理世界2022年/管理世界2022年7期/公共就业服务机构匹配效率及其地区差异_罗楚亮.pdf
管理世界,2022,7,始终把人民健康放在优先发展...来健康中国行动的成就与经验_庄琦,管理世界/管理世界2022年/管理世界2022年7期/始终把人民健康放在优先发展...来健康中国行动的成就与经验_庄琦.pdf
管理世界,2022,7,存续企业如何实现组织身份变...基于海油发展的纵向案例研究_吴剑峰,管理世界/管理世界2022年/管理世界2022年7期/存续企业如何实现组织身份变...基于海油发展的纵向案例研究_吴剑峰.pdf
管理世界,2022,7,我国基础教育阶段学生负担治...“双减”政策及长效机制建设_佘宇,管理世界/管理世界2022年/管理世界2022年7期/我国基础教育阶段学生负担治...“双减”政策及长效机制建设_佘宇.pdf
管理世界,2022,7,数字经济的内生特性与产业组织_张文魁,管理世界/管理世界2022年/管理世界2022年7期/数字经济的内生特性与产业组织_张文魁.pdf
管理世界,2022,7,数据要素参与价值创造的途径...于广义价值论的一般均衡分析_蔡继明,管理世界/管理世界2022年/管理世界2022年7期/数据要素参与价值创造的途径...于广义价值论的一般均衡分析_蔡继明.pdf
管理世界,2022,7,新时代的中国能源革命：历程、成就与展望_刘华军,管理世界/管理世界2022年/管理世界2022年7期/新时代的中国能源革命：历程、成就与展望_刘华军.pdf
管理世界,2022,7,有限合伙协议构架与上市公司治理_郑志刚,管理世界/管理世界2022年/管理世界2022年7期/有限合伙协议构架与上市公司治理_郑志刚.pdf
管理世界,2022,7,社会监督与企业社保缴费——来自社会保险监督试点的证据_赵仁杰,管理世界/管理世界2022年/管理世界2022年7期/社会监督与企业社保缴费——来自社会保险监督试点的证据_赵仁杰.pdf
管理世界,2022,8,8,管理世界/管理世界2022年/管理世界2022年8期/8.pdf
管理世界,2022,8,A股投资者忽视扣非业绩信息的异象研究_崔宸瑜,管理世界/管理世界2022年/管理世界2022年8期/A股投资者忽视扣非业绩信息的异象研究_崔宸瑜.pdf
管理世界,2022,8,以理念现代化引领体系和能力...管理事业发展的一个理论阐释_钟开斌,管理世界/管理世界2022年/管理世界2022年8期/以理念现代化引领体系和能力...管理事业发展的一个理论阐释_钟开斌.pdf
管理世界,2022,8,分析师报告的逻辑性特征研究：问题、成因与经济后果_马黎珺,管理世界/管理世界2022年/管理世界2022年8期/分析师报告的逻辑性特征研究：问题、成因与经济后果_马黎珺.pdf
管理世界,2022,8,制度创新如何影响我国跨境电...—来自综试区设立的经验证据_马述忠,管理世界/管理世界2022年/管理世界2022年8期/制度创新如何影响我国跨境电...—来自综试区设立的经验证据_马述忠.pdf
管理世界,2022,8,坚持和加强党的领导__推动...取得历史性转折性全局性变化_张辉,管理世界/管理世界2022年/管理世界2022年8期/坚持和加强党的领导__推动...取得历史性转折性全局性变化_张辉.pdf
管理世界,2022,8,实现中等收入群体倍增的潜力、时间与路径研究_刘世锦,管理世界/管理世界2022年/管理世界2022年8期/实现中等收入群体倍增的潜力、时间与路径研究_刘世锦.pdf
管理世界,2022,8,技术变化方向异性和全要素生...来自中国制造业信息化的证据_左晖,管理世界/管理世界2022年/管理世界2022年8期/技术变化方向异性和全要素生...来自中国制造业信息化的证据_左晖.pdf
管理世界,2022,8,投资者—上市公司互动与资本...基于权益资本成本的经验证据_蔡贵龙,管理世界/管理世界2022年/管理世界2022年8期/投资者—上市公司互动与资本...基于权益资本成本的经验证据_蔡贵龙.pdf
管理世界,2022,8,数字经济时代的流量思维——...链资金占用和金融获利的视角_彭俞超,管理世界/管理世界2022年/管理世界2022年8期/数字经济时代的流量思维——...链资金占用和金融获利的视角_彭俞超.pdf
管理世界,2022,8,新时代推进民营经济高质量发展：问题、思路与举措_任晓猛,管理世界/管理世界2022年/管理世界2022年8期/新时代推进民营经济高质量发展：问题、思路与举措_任晓猛.pdf
管理世界,2022,8,是数字贸易规则，还是数字经...—新一代贸易规则的中国取向_沈玉良,管理世界/管理世界2022年/管理世界2022年8期/是数字贸易规则，还是数字经...—新一代贸易规则的中国取向_沈玉良.pdf
管理世界,2022,8,流量博弈与流量数据的最优定...——基于电子商务平台的视角_王勇,管理世界/管理世界2022年/管理世界2022年8期/流量博弈与流量数据的最优定...——基于电子商务平台的视角_王勇.pdf
管理世界,2022,8,用地价格管制与企业研发创新：来自群聚识别的证据_范子英,管理世界/管理世界2022年/管理世界2022年8期/用地价格管制与企业研发创新：来自群聚识别的证据_范子英.pdf
管理世界,2022,8,跨境铁路运输是否加快了中国...于城市—产品层面的经验证据_刘斌,管理世界/管理世界2022年/管理世界2022年8期/跨境铁路运输是否加快了中国...于城市—产品层面的经验证据_刘斌.pdf
管理世界,2022,8,革命老区振兴发展的政策创新与效果评估_龚斌磊,管理世界/管理世界2022年/管理世界2022年8期/革命老区振兴发展的政策创新与效果评估_龚斌磊.pdf
管理世界,2022,9,9,管理世界/管理世界2022年/管理世界2022年9期/9.pdf
管理世界,2022,9,“一带一路”倡议与人民币国...民币真实交易数据的经验证据_宋科,管理世界/管理世界2022年/管理世界2022年9期/“一带一路”倡议与人民币国...民币真实交易数据的经验证据_宋科.pdf
管理世界,2022,9,不断为人类文明进步贡献智慧...怀天下的发展理念和伟大实践_蒋菲,管理世界/管理世界2022年/管理世界2022年9期/不断为人类文明进步贡献智慧...怀天下的发展理念和伟大实践_蒋菲.pdf
管理世界,2022,9,为贫困生教育赋能——一项随机对照田野实验研究_何青,管理世界/管理世界2022年/管理世界2022年9期/为贫困生教育赋能——一项随机对照田野实验研究_何青.pdf
管理世界,2022,9,举国体制下中国航天复杂系统管理实践与启示_唐伟,管理世界/管理世界2022年/管理世界2022年9期/举国体制下中国航天复杂系统管理实践与启示_唐伟.pdf
管理世界,2022,9,包容性制度能改善农村公共治...农田水利投入关系的经验分析_梁志会,管理世界/管理世界2022年/管理世界2022年9期/包容性制度能改善农村公共治...农田水利投入关系的经验分析_梁志会.pdf
管理世界,2022,9,教育减负、家庭教育投入与教育不平等_张川川,管理世界/管理世界2022年/管理世界2022年9期/教育减负、家庭教育投入与教育不平等_张川川.pdf
管理世界,2022,9,新中国保障产业链供应链安全的探索_李天健,管理世界/管理世界2022年/管理世界2022年9期/新中国保障产业链供应链安全的探索_李天健.pdf
管理世界,2022,9,流转“差序格局”撕裂与农地...：基于中国29省调查的证据_仇童伟,管理世界/管理世界2022年/管理世界2022年9期/流转“差序格局”撕裂与农地...：基于中国29省调查的证据_仇童伟.pdf
管理世界,2022,9,监管科技化如何影响企业并购...稿科技管理系统的准自然实验_孙亮,管理世界/管理世界2022年/管理世界2022年9期/监管科技化如何影响企业并购...稿科技管理系统的准自然实验_孙亮.pdf
管理世界,2022,9,社会治理的演变规律与我国社会治理现代化_李建伟_,管理世界/管理世界2022年/管理世界2022年9期/社会治理的演变规律与我国社会治理现代化_李建伟_.pdf
管理世界,2022,9,脱钩改革如何影响行业协会商...5家全国性商协会的实证研究_郁建兴,管理世界/管理世界2022年/管理世界2022年9期/脱钩改革如何影响行业协会商...5家全国性商协会的实证研究_郁建兴.pdf
管理世界,2022,9,营商环境生态、全要素生产率...—基于复杂系统观的组态分析_杜运周,管理世界/管理世界2022年/管理世界2022年9期/营商环境生态、全要素生产率...—基于复杂系统观的组态分析_杜运周.pdf
管理世界,2022,9,资产负债表重构：基于数字经济时代企业行为的研究_张新民,管理世界/管理世界2022年/管理世界2022年9期/资产负债表重构：基于数字经济时代企业行为的研究_张新民.pdf
管理世界,2022,9,领导干部领导力的内涵、实践与历史经验_陶好飞,管理世界/管理世界2022年/管理世界2022年9期/领导干部领导力的内涵、实践与历史经验_陶好飞.pdf
管理世界,2022,10,10,管理世界/管理世界2022年/管理世界2022年10期/10.pdf
管理世界,2022,10,“互联网+政务服务”平台如...境？——基于互动治理的视角_范合君,管理世界/管理世界2022年/管理世界2022年10期/“互联网+政务服务”平台如...境？——基于互动治理的视角_范合君.pdf
管理世界,2022,10,不同来源金融文本信息含量的...基于混合式文本情绪测度方法_范小云,管理世界/管理世界2022年/管理世界2022年10期/不同来源金融文本信息含量的...基于混合式文本情绪测度方法_范小云.pdf
管理世界,2022,10,人民至上：党的十八大以来我...公共服务的历程、成就与经验_姜晓萍,管理世界/管理世界2022年/管理世界2022年10期/人民至上：党的十八大以来我...公共服务的历程、成就与经验_姜晓萍.pdf
管理世界,2022,10,党的十八大以来我国突发公共...系建设的重大成就和重要经验_单珊,管理世界/管理世界2022年/管理世界2022年10期/党的十八大以来我国突发公共...系建设的重大成就和重要经验_单珊.pdf
管理世界,2022,10,党的十八大以来我国财税改革...大成就、理论经验与未来展望_马海涛,管理世界/管理世界2022年/管理世界2022年10期/党的十八大以来我国财税改革...大成就、理论经验与未来展望_马海涛.pdf
管理世界,2022,10,共建“一带一路”取得的重大成就与经验_吕越,管理世界/管理世界2022年/管理世界2022年10期/共建“一带一路”取得的重大成就与经验_吕越.pdf
管理世界,2022,10,医疗资源共享与患者就医选择...国医疗联合体建设的政策评估_封进,管理世界/管理世界2022年/管理世界2022年10期/医疗资源共享与患者就医选择...国医疗联合体建设的政策评估_封进.pdf
